year,period,value_type,mean_temp_c,baseline_1961_1990,baseline_1991_2020
1992,April,Monthly,7.4,6.73,7.87
1992,May,Monthly,11.9,9.75,10.64
1992,June,Monthly,14.3,12.66,13.33
1992,July,Monthly,14.7,14.4,15.29
1992,August,Monthly,13.8,14.24,15.11
1992,September,Monthly,11.9,12.2,12.93
1992,October,Monthly,6.7,9.43,9.73
1992,November,Monthly,6.1,5.51,6.48
1992,December,Monthly,3.1,3.83,4.2
1992,Winter,Seasonal,4.11,3.27,4.08
1992,Spring,Seasonal,8.51,7.05,8.07
1992,Summer,Seasonal,14.27,13.78,14.59
1992,Autumn,Seasonal,8.22,9.05,9.71
1992,Annual,Annual,8.69,8.31,9.14
1993,January,Monthly,4.7,3.02,3.92
1993,February,Monthly,4.6,2.96,4.13
1993,March,Monthly,5.6,4.67,5.7
1993,April,Monthly,8.2,6.73,7.87
1993,May,Monthly,10,9.75,10.64
1993,June,Monthly,13.3,12.66,13.33
1993,July,Monthly,13.7,14.4,15.29
1993,August,Monthly,13.1,14.24,15.11
1993,September,Monthly,11.2,12.2,12.93
1993,October,Monthly,7.3,9.43,9.73
1993,November,Monthly,4.1,5.51,6.48
1993,December,Monthly,3.9,3.83,4.2
1993,Winter,Seasonal,4.13,3.27,4.08
1993,Spring,Seasonal,7.9,7.05,8.07
1993,Summer,Seasonal,13.39,13.78,14.59
1993,Autumn,Seasonal,7.52,9.05,9.71
1993,Annual,Annual,8.33,8.31,9.14
1994,January,Monthly,4,3.02,3.92
1994,February,Monthly,2.4,2.96,4.13
1994,March,Monthly,6,4.67,5.7
1994,April,Monthly,6.9,6.73,7.87
1994,May,Monthly,9.3,9.75,10.64
1994,June,Monthly,12.8,12.66,13.33
1994,July,Monthly,16,14.4,15.29
1994,August,Monthly,14.3,14.24,15.11
1994,September,Monthly,11.5,12.2,12.93
1994,October,Monthly,9,9.43,9.73
1994,November,Monthly,8.8,5.51,6.48
1994,December,Monthly,5.3,3.83,4.2
1994,Winter,Seasonal,3.43,3.27,4.08
1994,Spring,Seasonal,7.38,7.05,8.07
1994,Summer,Seasonal,14.36,13.78,14.59
1994,Autumn,Seasonal,9.76,9.05,9.71
1994,Annual,Annual,8.88,8.31,9.14
1995,January,Monthly,3.5,3.02,3.92
1995,February,Monthly,5,2.96,4.13
1995,March,Monthly,4.2,4.67,5.7
1995,April,Monthly,7.6,6.73,7.87
1995,May,Monthly,10.2,9.75,10.64
1995,June,Monthly,12.9,12.66,13.33
1995,July,Monthly,16.6,14.4,15.29
1995,August,Monthly,17.3,14.24,15.11
1995,September,Monthly,12.4,12.2,12.93
1995,October,Monthly,11.6,9.43,9.73
1995,November,Monthly,6.9,5.51,6.48
1995,December,Monthly,1.6,3.83,4.2
1995,Winter,Seasonal,4.6,3.27,4.08
1995,Spring,Seasonal,7.33,7.05,8.07
1995,Summer,Seasonal,15.62,13.78,14.59
1995,Autumn,Seasonal,10.3,9.05,9.71
1995,Annual,Annual,9.18,8.31,9.14
1996,January,Monthly,4,3.02,3.92
1996,February,Monthly,2,2.96,4.13
1996,March,Monthly,3.7,4.67,5.7
1996,April,Monthly,7.5,6.73,7.87
1996,May,Monthly,8,9.75,10.64
1996,June,Monthly,12.9,12.66,13.33
1996,July,Monthly,14.7,14.4,15.29
1996,August,Monthly,15.1,14.24,15.11
1996,September,Monthly,12.6,12.2,12.93
1996,October,Monthly,10.4,9.43,9.73
1996,November,Monthly,4.7,5.51,6.48
1996,December,Monthly,2.5,3.83,4.2
1996,Winter,Seasonal,2.56,3.27,4.08
1996,Spring,Seasonal,6.38,7.05,8.07
1996,Summer,Seasonal,14.25,13.78,14.59
1996,Autumn,Seasonal,9.23,9.05,9.71
1996,Annual,Annual,8.19,8.31,9.14
1997,January,Monthly,2.1,3.02,3.92
1997,February,Monthly,5.3,2.96,4.13
1997,March,Monthly,7.1,4.67,5.7
1997,April,Monthly,7.9,6.73,7.87
1997,May,Monthly,10.2,9.75,10.64
1997,June,Monthly,12.6,12.66,13.33
1997,July,Monthly,15.3,14.4,15.29
1997,August,Monthly,17.1,14.24,15.11
1997,September,Monthly,12.7,12.2,12.93
1997,October,Monthly,9.2,9.43,9.73
1997,November,Monthly,7.7,5.51,6.48
1997,December,Monthly,5.1,3.83,4.2
1997,Winter,Seasonal,3.24,3.27,4.08
1997,Spring,Seasonal,8.42,7.05,8.07
1997,Summer,Seasonal,15.06,13.78,14.59
1997,Autumn,Seasonal,9.88,9.05,9.71
1997,Annual,Annual,9.41,8.31,9.14
1998,January,Monthly,4.3,3.02,3.92
1998,February,Monthly,6.8,2.96,4.13
1998,March,Monthly,6.7,4.67,5.7
1998,April,Monthly,6.6,6.73,7.87
1998,May,Monthly,11.5,9.75,10.64
1998,June,Monthly,12.7,12.66,13.33
1998,July,Monthly,14.1,14.4,15.29
1998,August,Monthly,14.5,14.24,15.11
1998,September,Monthly,13.4,12.2,12.93
1998,October,Monthly,9.1,9.43,9.73
1998,November,Monthly,5.3,5.51,6.48
1998,December,Monthly,4.9,3.83,4.2
1998,Winter,Seasonal,5.35,3.27,4.08
1998,Spring,Seasonal,8.29,7.05,8.07
1998,Summer,Seasonal,13.74,13.78,14.59
1998,Autumn,Seasonal,9.25,9.05,9.71
1998,Annual,Annual,9.16,8.31,9.14
1999,January,Monthly,4.5,3.02,3.92
1999,February,Monthly,4.2,2.96,4.13
1999,March,Monthly,6.2,4.67,5.7
1999,April,Monthly,8.3,6.73,7.87
1999,May,Monthly,11.5,9.75,10.64
1999,June,Monthly,12.4,12.66,13.33
1999,July,Monthly,15.9,14.4,15.29
1999,August,Monthly,14.8,14.24,15.11
1999,September,Monthly,14.2,12.2,12.93
1999,October,Monthly,9.8,9.43,9.73
1999,November,Monthly,6.8,5.51,6.48
1999,December,Monthly,3.6,3.83,4.2
1999,Winter,Seasonal,4.54,3.27,4.08
1999,Spring,Seasonal,8.65,7.05,8.07
1999,Summer,Seasonal,14.39,13.78,14.59
1999,Autumn,Seasonal,10.27,9.05,9.71
1999,Annual,Annual,9.37,8.31,9.14
2000,January,Monthly,4.3,3.02,3.92
2000,February,Monthly,5.1,2.96,4.13
2000,March,Monthly,6.5,4.67,5.7
2000,April,Monthly,6.7,6.73,7.87
2000,May,Monthly,10.8,9.75,10.64
2000,June,Monthly,13.2,12.66,13.33
2000,July,Monthly,14.1,14.4,15.29
2000,August,Monthly,15.2,14.24,15.11
2000,September,Monthly,13.5,12.2,12.93
2000,October,Monthly,9.3,9.43,9.73
2000,November,Monthly,5.8,5.51,6.48
2000,December,Monthly,4.6,3.83,4.2
2000,Winter,Seasonal,4.29,3.27,4.08
2000,Spring,Seasonal,8.03,7.05,8.07
2000,Summer,Seasonal,14.15,13.78,14.59
2000,Autumn,Seasonal,9.52,9.05,9.71
2000,Annual,Annual,9.1,8.31,9.14
2001,January,Monthly,2.5,3.02,3.92
2001,February,Monthly,3.4,2.96,4.13
2001,March,Monthly,4,4.67,5.7
2001,April,Monthly,6.6,6.73,7.87
2001,May,Monthly,11.3,9.75,10.64
2001,June,Monthly,12.6,12.66,13.33
2001,July,Monthly,15.2,14.4,15.29
2001,August,Monthly,15.2,14.24,15.11
2001,September,Monthly,12.2,12.2,12.93
2001,October,Monthly,12.2,9.43,9.73
2001,November,Monthly,6.8,5.51,6.48
2001,December,Monthly,3.1,3.83,4.2
2001,Winter,Seasonal,3.51,3.27,4.08
2001,Spring,Seasonal,7.35,7.05,8.07
2001,Summer,Seasonal,14.34,13.78,14.59
2001,Autumn,Seasonal,10.4,9.05,9.71
2001,Annual,Annual,8.8,8.31,9.14
2002,January,Monthly,5,3.02,3.92
2002,February,Monthly,5.5,2.96,4.13
2002,March,Monthly,6.4,4.67,5.7
2002,April,Monthly,8.2,6.73,7.87
2002,May,Monthly,10.7,9.75,10.64
2002,June,Monthly,13.1,12.66,13.33
2002,July,Monthly,14.4,14.4,15.29
2002,August,Monthly,15.6,14.24,15.11
2002,September,Monthly,13.1,12.2,12.93
2002,October,Monthly,8.7,9.43,9.73
2002,November,Monthly,7.5,5.51,6.48
2002,December,Monthly,4.7,3.83,4.2
2002,Winter,Seasonal,4.49,3.27,4.08
2002,Spring,Seasonal,8.45,7.05,8.07
2002,Summer,Seasonal,14.38,13.78,14.59
2002,Autumn,Seasonal,9.76,9.05,9.71
2002,Annual,Annual,9.44,8.31,9.14
2003,January,Monthly,3.7,3.02,3.92
2003,February,Monthly,3.4,2.96,4.13
2003,March,Monthly,6.7,4.67,5.7
2003,April,Monthly,8.8,6.73,7.87
2003,May,Monthly,10.7,9.75,10.64
2003,June,Monthly,14.5,12.66,13.33
2003,July,Monthly,16.2,14.4,15.29
2003,August,Monthly,16.5,14.24,15.11
2003,September,Monthly,13.1,12.2,12.93
2003,October,Monthly,8.1,9.43,9.73
2003,November,Monthly,7.3,5.51,6.48
2003,December,Monthly,4.2,3.83,4.2
2003,Winter,Seasonal,3.96,3.27,4.08
2003,Spring,Seasonal,8.74,7.05,8.07
2003,Summer,Seasonal,15.74,13.78,14.59
2003,Autumn,Seasonal,9.5,9.05,9.71
2003,Annual,Annual,9.47,8.31,9.14
2004,January,Monthly,4.4,3.02,3.92
2004,February,Monthly,4.3,2.96,4.13
2004,March,Monthly,5.7,4.67,5.7
2004,April,Monthly,8.5,6.73,7.87
2004,May,Monthly,11,9.75,10.64
2004,June,Monthly,13.9,12.66,13.33
2004,July,Monthly,14.4,14.4,15.29
2004,August,Monthly,16.1,14.24,15.11
2004,September,Monthly,13.4,12.2,12.93
2004,October,Monthly,9.3,9.43,9.73
2004,November,Monthly,7,5.51,6.48
2004,December,Monthly,5,3.83,4.2
2004,Winter,Seasonal,4.32,3.27,4.08
2004,Spring,Seasonal,8.39,7.05,8.07
2004,Summer,Seasonal,14.83,13.78,14.59
2004,Autumn,Seasonal,9.92,9.05,9.71
2004,Annual,Annual,9.44,8.31,9.14
2005,January,Monthly,5.3,3.02,3.92
2005,February,Monthly,3.7,2.96,4.13
2005,March,Monthly,6.4,4.67,5.7
2005,April,Monthly,7.9,6.73,7.87
2005,May,Monthly,10,9.75,10.64
2005,June,Monthly,14.1,12.66,13.33
2005,July,Monthly,15.3,14.4,15.29
2005,August,Monthly,14.8,14.24,15.11
2005,September,Monthly,13.8,12.2,12.93
2005,October,Monthly,11.6,9.43,9.73
2005,November,Monthly,5.6,5.51,6.48
2005,December,Monthly,4.1,3.83,4.2
2005,Winter,Seasonal,4.68,3.27,4.08
2005,Spring,Seasonal,8.08,7.05,8.07
2005,Summer,Seasonal,14.74,13.78,14.59
2005,Autumn,Seasonal,10.34,9.05,9.71
2005,Annual,Annual,9.41,8.31,9.14
2006,January,Monthly,3.8,3.02,3.92
2006,February,Monthly,3.4,2.96,4.13
2006,March,Monthly,3.9,4.67,5.7
2006,April,Monthly,7.4,6.73,7.87
2006,May,Monthly,10.7,9.75,10.64
2006,June,Monthly,14.5,12.66,13.33
2006,July,Monthly,17.8,14.4,15.29
2006,August,Monthly,14.9,14.24,15.11
2006,September,Monthly,15.2,12.2,12.93
2006,October,Monthly,11.6,9.43,9.73
2006,November,Monthly,7.2,5.51,6.48
2006,December,Monthly,5.5,3.83,4.2
2006,Winter,Seasonal,3.81,3.27,4.08
2006,Spring,Seasonal,7.32,7.05,8.07
2006,Summer,Seasonal,15.75,13.78,14.59
2006,Autumn,Seasonal,11.35,9.05,9.71
2006,Annual,Annual,9.7,8.31,9.14
2007,January,Monthly,5.9,3.02,3.92
2007,February,Monthly,5.1,2.96,4.13
2007,March,Monthly,6.3,4.67,5.7
2007,April,Monthly,10.2,6.73,7.87
2007,May,Monthly,10.6,9.75,10.64
2007,June,Monthly,13.7,12.66,13.33
2007,July,Monthly,14.2,14.4,15.29
2007,August,Monthly,14.3,14.24,15.11
2007,September,Monthly,12.6,12.2,12.93
2007,October,Monthly,10.2,9.43,9.73
2007,November,Monthly,6.8,5.51,6.48
2007,December,Monthly,4.4,3.83,4.2
2007,Winter,Seasonal,5.54,3.27,4.08
2007,Spring,Seasonal,9.02,7.05,8.07
2007,Summer,Seasonal,14.1,13.78,14.59
2007,Autumn,Seasonal,9.9,9.05,9.71
2007,Annual,Annual,9.56,8.31,9.14
2008,January,Monthly,5.3,3.02,3.92
2008,February,Monthly,4.9,2.96,4.13
2008,March,Monthly,5.1,4.67,5.7
2008,April,Monthly,7,6.73,7.87
2008,May,Monthly,12.1,9.75,10.64
2008,June,Monthly,12.9,12.66,13.33
2008,July,Monthly,15.3,14.4,15.29
2008,August,Monthly,15.1,14.24,15.11
2008,September,Monthly,12.5,12.2,12.93
2008,October,Monthly,8.7,9.43,9.73
2008,November,Monthly,6.1,5.51,6.48
2008,December,Monthly,3.1,3.83,4.2
2008,Winter,Seasonal,4.84,3.27,4.08
2008,Spring,Seasonal,8.1,7.05,8.07
2008,Summer,Seasonal,14.45,13.78,14.59
2008,Autumn,Seasonal,9.08,9.05,9.71
2008,Annual,Annual,9.02,8.31,9.14
2009,January,Monthly,2.8,3.02,3.92
2009,February,Monthly,3.7,2.96,4.13
2009,March,Monthly,6.1,4.67,5.7
2009,April,Monthly,8.9,6.73,7.87
2009,May,Monthly,10.8,9.75,10.64
2009,June,Monthly,13.7,12.66,13.33
2009,July,Monthly,15.1,14.4,15.29
2009,August,Monthly,15.3,14.24,15.11
2009,September,Monthly,13.2,12.2,12.93
2009,October,Monthly,10.4,9.43,9.73
2009,November,Monthly,7.3,5.51,6.48
2009,December,Monthly,2.1,3.83,4.2
2009,Winter,Seasonal,3.18,3.27,4.08
2009,Spring,Seasonal,8.59,7.05,8.07
2009,Summer,Seasonal,14.71,13.78,14.59
2009,Autumn,Seasonal,10.29,9.05,9.71
2009,Annual,Annual,9.14,8.31,9.14
2010,January,Monthly,0.9,3.02,3.92
2010,February,Monthly,1.8,2.96,4.13
2010,March,Monthly,5.1,4.67,5.7
2010,April,Monthly,7.9,6.73,7.87
2010,May,Monthly,9.7,9.75,10.64
2010,June,Monthly,14.1,12.66,13.33
2010,July,Monthly,15.6,14.4,15.29
2010,August,Monthly,14.2,14.24,15.11
2010,September,Monthly,12.8,12.2,12.93
2010,October,Monthly,9.4,9.43,9.73
2010,November,Monthly,4.3,5.51,6.48
2010,December,Monthly,-0.9,3.83,4.2
2010,Winter,Seasonal,1.62,3.27,4.08
2010,Spring,Seasonal,7.57,7.05,8.07
2010,Summer,Seasonal,14.62,13.78,14.59
2010,Autumn,Seasonal,8.83,9.05,9.71
2010,Annual,Annual,7.94,8.31,9.14
2011,January,Monthly,3.1,3.02,3.92
2011,February,Monthly,5.3,2.96,4.13
2011,March,Monthly,5.8,4.67,5.7
2011,April,Monthly,10.7,6.73,7.87
2011,May,Monthly,11,9.75,10.64
2011,June,Monthly,12.6,12.66,13.33
2011,July,Monthly,14.2,14.4,15.29
2011,August,Monthly,14.1,14.24,15.11
2011,September,Monthly,13.8,12.2,12.93
2011,October,Monthly,11.2,9.43,9.73
2011,November,Monthly,8.7,5.51,6.48
2011,December,Monthly,4.8,3.83,4.2
2011,Winter,Seasonal,2.41,3.27,4.08
2011,Spring,Seasonal,9.12,7.05,8.07
2011,Summer,Seasonal,13.63,13.78,14.59
2011,Autumn,Seasonal,11.22,9.05,9.71
2011,Annual,Annual,9.61,8.31,9.14
2012,January,Monthly,4.6,3.02,3.92
2012,February,Monthly,4.2,2.96,4.13
2012,March,Monthly,7.7,4.67,5.7
2012,April,Monthly,6.3,6.73,7.87
2012,May,Monthly,10.5,9.75,10.64
2012,June,Monthly,12.3,12.66,13.33
2012,July,Monthly,14.1,14.4,15.29
2012,August,Monthly,15.3,14.24,15.11
2012,September,Monthly,11.9,12.2,12.93
2012,October,Monthly,8.2,9.43,9.73
2012,November,Monthly,5.7,5.51,6.48
2012,December,Monthly,3.8,3.83,4.2
2012,Winter,Seasonal,4.54,3.27,4.08
2012,Spring,Seasonal,8.18,7.05,8.07
2012,Summer,Seasonal,13.9,13.78,14.59
2012,Autumn,Seasonal,8.61,9.05,9.71
2012,Annual,Annual,8.74,8.31,9.14
2013,January,Monthly,3.3,3.02,3.92
2013,February,Monthly,2.7,2.96,4.13
2013,March,Monthly,2.2,4.67,5.7
2013,April,Monthly,6.3,6.73,7.87
2013,May,Monthly,9.5,9.75,10.64
2013,June,Monthly,12.8,12.66,13.33
2013,July,Monthly,17,14.4,15.29
2013,August,Monthly,15.6,14.24,15.11
2013,September,Monthly,12.7,12.2,12.93
2013,October,Monthly,11.2,9.43,9.73
2013,November,Monthly,5.5,5.51,6.48
2013,December,Monthly,5.7,3.83,4.2
2013,Winter,Seasonal,3.31,3.27,4.08
2013,Spring,Seasonal,5.98,7.05,8.07
2013,Summer,Seasonal,15.15,13.78,14.59
2013,Autumn,Seasonal,9.8,9.05,9.71
2013,Annual,Annual,8.74,8.31,9.14
2014,January,Monthly,4.7,3.02,3.92
2014,February,Monthly,5.2,2.96,4.13
2014,March,Monthly,6.7,4.67,5.7
2014,April,Monthly,9.2,6.73,7.87
2014,May,Monthly,11.2,9.75,10.64
2014,June,Monthly,14.2,12.66,13.33
2014,July,Monthly,16.3,14.4,15.29
2014,August,Monthly,13.9,14.24,15.11
2014,September,Monthly,13.9,12.2,12.93
2014,October,Monthly,11,9.43,9.73
2014,November,Monthly,7.6,5.51,6.48
2014,December,Monthly,4.4,3.83,4.2
2014,Winter,Seasonal,5.19,3.27,4.08
2014,Spring,Seasonal,9.02,7.05,8.07
2014,Summer,Seasonal,14.8,13.78,14.59
2014,Autumn,Seasonal,10.84,9.05,9.71
2014,Annual,Annual,9.88,8.31,9.14
2015,January,Monthly,3.7,3.02,3.92
2015,February,Monthly,3.5,2.96,4.13
2015,March,Monthly,5.5,4.67,5.7
2015,April,Monthly,7.9,6.73,7.87
2015,May,Monthly,9.5,9.75,10.64
2015,June,Monthly,12.6,12.66,13.33
2015,July,Monthly,14.4,14.4,15.29
2015,August,Monthly,14.7,14.24,15.11
2015,September,Monthly,11.9,12.2,12.93
2015,October,Monthly,10,9.43,9.73
2015,November,Monthly,8.1,5.51,6.48
2015,December,Monthly,7.9,3.83,4.2
2015,Winter,Seasonal,3.89,3.27,4.08
2015,Spring,Seasonal,7.66,7.05,8.07
2015,Summer,Seasonal,13.91,13.78,14.59
2015,Autumn,Seasonal,9.99,9.05,9.71
2015,Annual,Annual,9.18,8.31,9.14
2016,January,Monthly,4.5,3.02,3.92
2016,February,Monthly,3.8,2.96,4.13
2016,March,Monthly,5.3,4.67,5.7
2016,April,Monthly,6.5,6.73,7.87
2016,May,Monthly,11.3,9.75,10.64
2016,June,Monthly,13.9,12.66,13.33
2016,July,Monthly,15.3,14.4,15.29
2016,August,Monthly,15.5,14.24,15.11
2016,September,Monthly,14.6,12.2,12.93
2016,October,Monthly,9.8,9.43,9.73
2016,November,Monthly,4.9,5.51,6.48
2016,December,Monthly,5.9,3.83,4.2
2016,Winter,Seasonal,5.46,3.27,4.08
2016,Spring,Seasonal,7.69,7.05,8.07
2016,Summer,Seasonal,14.89,13.78,14.59
2016,Autumn,Seasonal,9.75,9.05,9.71
2016,Annual,Annual,9.29,8.31,9.14
2017,January,Monthly,3.8,3.02,3.92
2017,February,Monthly,5.2,2.96,4.13
2017,March,Monthly,7.3,4.67,5.7
2017,April,Monthly,8,6.73,7.87
2017,May,Monthly,12,9.75,10.64
2017,June,Monthly,14.4,12.66,13.33
2017,July,Monthly,15.1,14.4,15.29
2017,August,Monthly,14.5,14.24,15.11
2017,September,Monthly,12.5,12.2,12.93
2017,October,Monthly,11.2,9.43,9.73
2017,November,Monthly,5.7,5.51,6.48
2017,December,Monthly,4.1,3.83,4.2
2017,Winter,Seasonal,4.97,3.27,4.08
2017,Spring,Seasonal,9.12,7.05,8.07
2017,Summer,Seasonal,14.69,13.78,14.59
2017,Autumn,Seasonal,9.84,9.05,9.71
2017,Annual,Annual,9.53,8.31,9.14
2018,January,Monthly,4,3.02,3.92
2018,February,Monthly,2.3,2.96,4.13
2018,March,Monthly,3.8,4.67,5.7
2018,April,Monthly,8.4,6.73,7.87
2018,May,Monthly,12,9.75,10.64
2018,June,Monthly,14.8,12.66,13.33
2018,July,Monthly,17.2,14.4,15.29
2018,August,Monthly,15.2,14.24,15.11
2018,September,Monthly,12.4,12.2,12.93
2018,October,Monthly,9.5,9.43,9.73
2018,November,Monthly,7.3,5.51,6.48
2018,December,Monthly,5.8,3.83,4.2
2018,Winter,Seasonal,3.52,3.27,4.08
2018,Spring,Seasonal,8.08,7.05,8.07
2018,Summer,Seasonal,15.76,13.78,14.59
2018,Autumn,Seasonal,9.73,9.05,9.71
2018,Annual,Annual,9.45,8.31,9.14
2019,January,Monthly,3.4,3.02,3.92
2019,February,Monthly,6,2.96,4.13
2019,March,Monthly,6.8,4.67,5.7
2019,April,Monthly,8.4,6.73,7.87
2019,May,Monthly,10,9.75,10.64
2019,June,Monthly,13.2,12.66,13.33
2019,July,Monthly,16.4,14.4,15.29
2019,August,Monthly,15.8,14.24,15.11
2019,September,Monthly,13.1,12.2,12.93
2019,October,Monthly,8.9,9.43,9.73
2019,November,Monthly,5.3,5.51,6.48
2019,December,Monthly,5.1,3.83,4.2
2019,Winter,Seasonal,5.06,3.27,4.08
2019,Spring,Seasonal,8.38,7.05,8.07
2019,Summer,Seasonal,15.14,13.78,14.59
2019,Autumn,Seasonal,9.1,9.05,9.71
2019,Annual,Annual,9.39,8.31,9.14
2020,January,Monthly,5.6,3.02,3.92
2020,February,Monthly,5.1,2.96,4.13
2020,March,Monthly,5.6,4.67,5.7
2020,April,Monthly,9.1,6.73,7.87
2020,May,Monthly,11.4,9.75,10.64
2020,June,Monthly,14,12.66,13.33
2020,July,Monthly,14.3,14.4,15.29
2020,August,Monthly,15.9,14.24,15.11
2020,September,Monthly,12.8,12.2,12.93
2020,October,Monthly,9.4,9.43,9.73
2020,November,Monthly,7.7,5.51,6.48
2020,December,Monthly,4.3,3.83,4.2
2020,Winter,Seasonal,5.28,3.27,4.08
2020,Spring,Seasonal,8.68,7.05,8.07
2020,Summer,Seasonal,14.76,13.78,14.59
2020,Autumn,Seasonal,9.98,9.05,9.71
2020,Annual,Annual,9.62,8.31,9.14
2021,January,Monthly,2.2,3.02,3.92
2021,February,Monthly,4.1,2.96,4.13
2021,March,Monthly,6.4,4.67,5.7
2021,April,Monthly,5.7,6.73,7.87
2021,May,Monthly,9.1,9.75,10.64
2021,June,Monthly,14.2,12.66,13.33
2021,July,Monthly,16.6,14.4,15.29
2021,August,Monthly,15,14.24,15.11
2021,September,Monthly,14.7,12.2,12.93
2021,October,Monthly,10.9,9.43,9.73
2021,November,Monthly,7,5.51,6.48
2021,December,Monthly,5.3,3.83,4.2
2021,Winter,Seasonal,3.51,3.27,4.08
2021,Spring,Seasonal,7.07,7.05,8.07
2021,Summer,Seasonal,15.28,13.78,14.59
2021,Autumn,Seasonal,10.84,9.05,9.71
2021,Annual,Annual,9.28,8.31,9.14
2022,January,Monthly,4.7,3.02,3.92
2022,February,Monthly,5.6,2.96,4.13
2022,March,Monthly,6.7,4.67,5.7
2022,April,Monthly,8.1,6.73,7.87
2022,May,Monthly,11.8,9.75,10.64
2022,June,Monthly,13.9,12.66,13.33
2022,July,Monthly,16.5,14.4,15.29
2022,August,Monthly,16.6,14.24,15.11
2022,September,Monthly,13.4,12.2,12.93
2022,October,Monthly,11.6,9.43,9.73
2022,November,Monthly,8.2,5.51,6.48
2022,December,Monthly,2.9,3.83,4.2
2022,Winter,Seasonal,5.18,3.27,4.08
2022,Spring,Seasonal,8.87,7.05,8.07
2022,Summer,Seasonal,15.71,13.78,14.59
2022,Autumn,Seasonal,11.05,9.05,9.71
2022,Annual,Annual,10.03,8.31,9.14
2023,January,Monthly,4.4,3.02,3.92
2023,February,Monthly,5.8,2.96,4.13
2023,March,Monthly,5.7,4.67,5.7
2023,April,Monthly,7.8,6.73,7.87
2023,May,Monthly,11.6,9.75,10.64
2023,June,Monthly,15.8,12.66,13.33
2023,July,Monthly,15,14.4,15.29
2023,August,Monthly,15.3,14.24,15.11
2023,September,Monthly,15.2,12.2,12.93
2023,October,Monthly,10.7,9.43,9.73
2023,November,Monthly,6.3,5.51,6.48
2023,December,Monthly,5.8,3.83,4.2
2023,Winter,Seasonal,4.32,3.27,4.08
2023,Spring,Seasonal,8.38,7.05,8.07
2023,Summer,Seasonal,15.36,13.78,14.59
2023,Autumn,Seasonal,10.74,9.05,9.71
2023,Annual,Annual,9.97,8.31,9.14
2024,January,Monthly,3.8,3.02,3.92
2024,February,Monthly,6.3,2.96,4.13
2024,March,Monthly,6.7,4.67,5.7
2024,April,Monthly,8.3,6.73,7.87
2024,May,Monthly,13.1,9.75,10.64
2024,June,Monthly,12.9,12.66,13.33
2024,July,Monthly,14.8,14.4,15.29
2024,August,Monthly,15.4,14.24,15.11
2024,September,Monthly,12.7,12.2,12.93
2024,October,Monthly,10.5,9.43,9.73
2024,November,Monthly,6.7,5.51,6.48
2024,December,Monthly,6.2,3.83,4.2
2024,Winter,Seasonal,5.3,3.27,4.08
2024,Spring,Seasonal,9.38,7.05,8.07
2024,Summer,Seasonal,14.38,13.78,14.59
2024,Autumn,Seasonal,9.93,9.05,9.71
2024,Annual,Annual,9.79,8.31,9.14
2025,January,Monthly,3,3.02,3.92
2025,February,Monthly,4.6,2.96,4.13
2025,March,Monthly,7,4.67,5.7
2025,April,Monthly,9.6,6.73,7.87
2025,May,Monthly,12,9.75,10.64
2025,June,Monthly,15.2,12.66,13.33
2025,July,Monthly,16.8,14.4,15.29
2025,August,Monthly,16.3,14.24,15.11
2025,September,Monthly,12.8,12.2,12.93
2025,October,Monthly,10.4,9.43,9.73
2025,November,Monthly,7.2,5.51,6.48
2025,December,Monthly,5.8,3.83,4.2
2025,Winter,Seasonal,4.62,3.27,4.08
2025,Spring,Seasonal,9.53,7.05,8.07
2025,Summer,Seasonal,16.12,13.78,14.59
2025,Autumn,Seasonal,10.15,9.05,9.71
2025,Annual,Annual,10.1,8.31,9.14
2026,January,Monthly,3.4,3.02,3.92
2026,February,Monthly,5.6,2.96,4.13
2026,March,Monthly,7,4.67,5.7
2026,April,Monthly,9,6.73,7.87
2026,May,Monthly,12,9.75,10.64
2026,June,Monthly,15.6,12.66,13.33
2026,July,Monthly,17.4,14.4,15.29
2026,Winter,Seasonal,4.94,3.27,4.08
2026,Spring,Seasonal,9.33,7.05,8.07
