goodreads_link,title,animal,animal_group,pronoun,num_ratings,avg_ratings,num_reviews,author,pub_year,pub_date,decade,decade_category,book_cover_image,description,ISBN,publisher
https://www.goodreads.com/book/show/775597.Caps_for_Sale,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",monkey,monkey,he/him,93592,4.17,1739,Esphyr Slobodkina,1940,"January 1, 1940",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348541342i/775597.jpg,"Caps for Saleis a timeless classic beloved by millions...one of the most popular picture books ever published!Children will delight in following the peddler’s efforts to outwit the monkeys and will ask to read it again and again.Caps for Saleis an excellent easy-to-read book that includes repetition, patterns, and colors, perfect for early readers.This tale of a peddler and a band of mischievous monkeys is filled with warmth, humor, and simplicity and also teaches children about problem and resolution.Show more",9780064431439,HarperCollins
https://www.goodreads.com/book/show/29291.Make_Way_for_Ducklings,Make Way for Ducklings,duck,duck,she/her,89606,4.24,1952,Robert McCloskey,1941,"January 1, 1941",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362580777i/29291.jpg,"This classic tale of the famous Mallard ducks of Boston is available for the first time in a full-sized paperback edition. Awarded the Caldecott Medal in 1942,Make Way for Ducklingshas been described as ""one of the merriest picture books ever"" (The New York Times). Ideal for reading aloud, this book deserves a place of honor on every child's bookshelf.",9780670035380,Viking Press
https://www.goodreads.com/book/show/29291.Make_Way_for_Ducklings,Make Way for Ducklings,duck,duck,he/him,89606,4.24,1952,Robert McCloskey,1941,"January 1, 1941",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362580777i/29291.jpg,"This classic tale of the famous Mallard ducks of Boston is available for the first time in a full-sized paperback edition. Awarded the Caldecott Medal in 1942,Make Way for Ducklingshas been described as ""one of the merriest picture books ever"" (The New York Times). Ideal for reading aloud, this book deserves a place of honor on every child's bookshelf.",9780670035380,Viking Press
https://www.goodreads.com/book/show/58922.The_Runaway_Bunny,The Runaway Bunny,bunny,rabbit,he/him,83330,4.09,1200,Margaret Wise Brown,1942,"June 5, 1942",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468816103i/58922.jpg,"A little bunny keeps running away from his mother in an imaginative and imaginary game of verbal hide-and-seek; children will be profoundly comforted by this lovingly steadfast mother who finds her child every time.The Runaway Bunny, first published in 1942 and never out of print, has indeed become a classic. Generations of readers have fallen in love with the gentle magic of its reassuring words and loving pictures.",9780060775827,HarperCollins
https://www.goodreads.com/book/show/58922.The_Runaway_Bunny,The Runaway Bunny,bunny,rabbit,she/her,83330,4.09,1200,Margaret Wise Brown,1942,"June 5, 1942",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468816103i/58922.jpg,"A little bunny keeps running away from his mother in an imaginative and imaginary game of verbal hide-and-seek; children will be profoundly comforted by this lovingly steadfast mother who finds her child every time.The Runaway Bunny, first published in 1942 and never out of print, has indeed become a classic. Generations of readers have fallen in love with the gentle magic of its reassuring words and loving pictures.",9780060775827,HarperCollins
https://www.goodreads.com/book/show/505304.The_Poky_Little_Puppy,The Poky Little Puppy,puppy,dog,he/him,82183,4.13,966,Janette Sebring Lowrey,1942,"January 1, 1942",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320424154i/505304.jpg,"In this cherished childhood classic, a puppy who is always late coming home one night finds there is no dessert for him.One of the original 12Little Golden Books, The Poky Little Puppyhas sold nearly 15 million copies since 1942, making it one of the most popular children’s books of all time. Now this curious little puppy is ready to win the hearts and minds of a new generation of kids.",9780307021342,Western Publishing
https://www.goodreads.com/book/show/133526.Blueberries_for_Sal,Blueberries for Sal,bear,bear,he/him,73057,4.21,1579,Robert McCloskey,1948,"September 17, 1948",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363586056i/133526.jpg,"Caldecott Honor BookWhat happens when Sal and her mother meet a mother bear and her cub? A beloved classic is born!Kuplink, kuplank, kuplunk!Sal and her mother are picking blueberries to can for the winter. But when Sal wanders to the other side of Blueberry Hill, she discovers a mama bear preparing for her own long winter. Meanwhile Sal's mother is being followed by a small bear with a big appetite for berries! Will each mother go home with the right little one?With its expressive line drawings and charming story,Blueberries for Salhas won readers' hearts since its first publication in 1948.Show more",9780670175918,Viking Books for Young Readers
https://www.goodreads.com/book/show/133526.Blueberries_for_Sal,Blueberries for Sal,bear,bear,she/her,73057,4.21,1579,Robert McCloskey,1948,"September 17, 1948",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363586056i/133526.jpg,"Caldecott Honor BookWhat happens when Sal and her mother meet a mother bear and her cub? A beloved classic is born!Kuplink, kuplank, kuplunk!Sal and her mother are picking blueberries to can for the winter. But when Sal wanders to the other side of Blueberry Hill, she discovers a mama bear preparing for her own long winter. Meanwhile Sal's mother is being followed by a small bear with a big appetite for berries! Will each mother go home with the right little one?With its expressive line drawings and charming story,Blueberries for Salhas won readers' hearts since its first publication in 1948.Show more",9780670175918,Viking Books for Young Readers
https://www.goodreads.com/book/show/133526.Blueberries_for_Sal,Blueberries for Sal,crow,crow,she/her,73057,4.21,1579,Robert McCloskey,1948,"September 17, 1948",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363586056i/133526.jpg,"Caldecott Honor BookWhat happens when Sal and her mother meet a mother bear and her cub? A beloved classic is born!Kuplink, kuplank, kuplunk!Sal and her mother are picking blueberries to can for the winter. But when Sal wanders to the other side of Blueberry Hill, she discovers a mama bear preparing for her own long winter. Meanwhile Sal's mother is being followed by a small bear with a big appetite for berries! Will each mother go home with the right little one?With its expressive line drawings and charming story,Blueberries for Salhas won readers' hearts since its first publication in 1948.Show more",9780670175918,Viking Books for Young Readers
https://www.goodreads.com/book/show/133526.Blueberries_for_Sal,Blueberries for Sal,partridge,bird,she/her,73057,4.21,1579,Robert McCloskey,1948,"September 17, 1948",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363586056i/133526.jpg,"Caldecott Honor BookWhat happens when Sal and her mother meet a mother bear and her cub? A beloved classic is born!Kuplink, kuplank, kuplunk!Sal and her mother are picking blueberries to can for the winter. But when Sal wanders to the other side of Blueberry Hill, she discovers a mama bear preparing for her own long winter. Meanwhile Sal's mother is being followed by a small bear with a big appetite for berries! Will each mother go home with the right little one?With its expressive line drawings and charming story,Blueberries for Salhas won readers' hearts since its first publication in 1948.Show more",9780670175918,Viking Books for Young Readers
https://www.goodreads.com/book/show/356321.The_Story_of_Babar,"The Story of Babar (Babar, #1)",elephant,elephant,he/him,59065,4.08,584,Jean de Brunhoff,1931,"January 1, 1931",1930,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353333493i/356321.jpg,"The first of the tales starring the most famous elephant in the literary world.In this classic that has delighted three generations of readers, Babar escapes from the hunter who killed his mother and comes to town. Here, with the help of an old friend, he will learn a lot of new things and one day, once returned to the great forest, he will be acclaimed King of the elephants!A story beautifully told accompanied by fascinating and hilarious illustrations!A must read for kids of any age!Show more",9780394805757,Random House Books for Young Readers
https://www.goodreads.com/book/show/356321.The_Story_of_Babar,"The Story of Babar (Babar, #1)",elephant,elephant,she/her,59065,4.08,584,Jean de Brunhoff,1931,"January 1, 1931",1930,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353333493i/356321.jpg,"The first of the tales starring the most famous elephant in the literary world.In this classic that has delighted three generations of readers, Babar escapes from the hunter who killed his mother and comes to town. Here, with the help of an old friend, he will learn a lot of new things and one day, once returned to the great forest, he will be acclaimed King of the elephants!A story beautifully told accompanied by fascinating and hilarious illustrations!A must read for kids of any age!Show more",9780394805757,Random House Books for Young Readers
https://www.goodreads.com/book/show/356321.The_Story_of_Babar,"The Story of Babar (Babar, #1)",elephant,elephant,he/him,59065,4.08,584,Jean de Brunhoff,1931,"January 1, 1931",1930,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353333493i/356321.jpg,"The first of the tales starring the most famous elephant in the literary world.In this classic that has delighted three generations of readers, Babar escapes from the hunter who killed his mother and comes to town. Here, with the help of an old friend, he will learn a lot of new things and one day, once returned to the great forest, he will be acclaimed King of the elephants!A story beautifully told accompanied by fascinating and hilarious illustrations!A must read for kids of any age!Show more",9780394805757,Random House Books for Young Readers
https://www.goodreads.com/book/show/356321.The_Story_of_Babar,"The Story of Babar (Babar, #1)",elephant,elephant,he/him,59065,4.08,584,Jean de Brunhoff,1931,"January 1, 1931",1930,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353333493i/356321.jpg,"The first of the tales starring the most famous elephant in the literary world.In this classic that has delighted three generations of readers, Babar escapes from the hunter who killed his mother and comes to town. Here, with the help of an old friend, he will learn a lot of new things and one day, once returned to the great forest, he will be acclaimed King of the elephants!A story beautifully told accompanied by fascinating and hilarious illustrations!A must read for kids of any age!Show more",9780394805757,Random House Books for Young Readers
https://www.goodreads.com/book/show/356321.The_Story_of_Babar,"The Story of Babar (Babar, #1)",elephant,elephant,she/her,59065,4.08,584,Jean de Brunhoff,1931,"January 1, 1931",1930,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353333493i/356321.jpg,"The first of the tales starring the most famous elephant in the literary world.In this classic that has delighted three generations of readers, Babar escapes from the hunter who killed his mother and comes to town. Here, with the help of an old friend, he will learn a lot of new things and one day, once returned to the great forest, he will be acclaimed King of the elephants!A story beautifully told accompanied by fascinating and hilarious illustrations!A must read for kids of any age!Show more",9780394805757,Random House Books for Young Readers
https://www.goodreads.com/book/show/11301.Horton_Hatches_the_Egg,Horton Hatches the Egg,elephant,elephant,he/him,48882,4.19,896,Dr. Seuss,1940,"January 1, 1940",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408927129i/11301.jpg,"Beloved by generations for his kindness and loyalty, Horton the Elephant is one of the most iconic and honorable characters in children's literature – as well as the star of two books and a short story by Dr. Seuss (Horton Hatches the Egg, Horton Hears a Who!,andHorton and the Kwuggerbug).Everyone laughs when Horton the Elephant offers to sit on Mayzie bird's egg while she goes on holiday. Horton's kindness and faithfulness are sorely tested when he, and the egg, are kidnapped and sold to a circus – but his reward for being faithful is more wonderful than he could ever have dreamed!With his unique combination of hilarious stories, zany pictures and riotous rhymes, Dr. Seuss has been delighting young children and helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat', and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more",9780007175192,Harpercollins Children's Books
https://www.goodreads.com/book/show/11301.Horton_Hatches_the_Egg,Horton Hatches the Egg,bird,bird,she/her,48882,4.19,896,Dr. Seuss,1940,"January 1, 1940",1940,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408927129i/11301.jpg,"Beloved by generations for his kindness and loyalty, Horton the Elephant is one of the most iconic and honorable characters in children's literature – as well as the star of two books and a short story by Dr. Seuss (Horton Hatches the Egg, Horton Hears a Who!,andHorton and the Kwuggerbug).Everyone laughs when Horton the Elephant offers to sit on Mayzie bird's egg while she goes on holiday. Horton's kindness and faithfulness are sorely tested when he, and the egg, are kidnapped and sold to a circus – but his reward for being faithful is more wonderful than he could ever have dreamed!With his unique combination of hilarious stories, zany pictures and riotous rhymes, Dr. Seuss has been delighting young children and helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat', and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more",9780007175192,Harpercollins Children's Books
https://www.goodreads.com/book/show/189182.The_Story_About_Ping,The Story About Ping,duck,duck,he/him,42928,4.16,560,Marjorie Flack,1933,"January 1, 1933",1930,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193120i/189182.jpg,"Ping was an adventurous duck who lived on a beautiful wise-eyed boat on the Yangtze River. He liked his life on the riverboat just and liked his large family and his kind master. He didn't like to be the last in line to board the boat at night, for that unlucky duck got a loud spank. So what did Ping do when it seemed that he would be the last on line? What else but set out on his own to explore the fascinating world of life on the Yangtze River.The Story about Pingis one of the best-loved and enduring children's books, both for its spirited and irrepressible hero and for its beautiful evocation of a distant land and way of life. Every child can sympathize with a dawdling duck who wants to avoid a spanking, and share his excitement and wonder as he sails down the river.Show more",9780448421650,Grosset & Dunlap
https://www.goodreads.com/book/show/122967.The_Ugly_Duckling,The Ugly Duckling,stork,bird,he/him,42720,4.12,1720,Hans Christian Andersen,1843,"November 11, 1843",1840,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381355973i/122967.jpg,"For over one hundred years The Ugly Duckling has been a childhood favorite, and Jerry Pinkney's spectacular new adaptation brings it triumphantly to new generations of readers. With keen emotion and fresh vision, the acclaimed artist captures the essence of the tale's timeless appeal: The journey of the awkward little bird -- marching bravely through hecklers, hunters, and cruel seasons -- is an unforgettable survival story; this blooming into a graceful swan is a reminder of the patience often necessary to discover true happiness. Splendid watercolors set in the lush countryside bring drama to life.",9780688159320,HarperCollins
https://www.goodreads.com/book/show/122967.The_Ugly_Duckling,The Ugly Duckling,duck,duck,she/her,42720,4.12,1720,Hans Christian Andersen,1843,"November 11, 1843",1840,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381355973i/122967.jpg,"For over one hundred years The Ugly Duckling has been a childhood favorite, and Jerry Pinkney's spectacular new adaptation brings it triumphantly to new generations of readers. With keen emotion and fresh vision, the acclaimed artist captures the essence of the tale's timeless appeal: The journey of the awkward little bird -- marching bravely through hecklers, hunters, and cruel seasons -- is an unforgettable survival story; this blooming into a graceful swan is a reminder of the patience often necessary to discover true happiness. Splendid watercolors set in the lush countryside bring drama to life.",9780688159320,HarperCollins
https://www.goodreads.com/book/show/122967.The_Ugly_Duckling,The Ugly Duckling,duck,duck,she/her,42720,4.12,1720,Hans Christian Andersen,1843,"November 11, 1843",1840,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381355973i/122967.jpg,"For over one hundred years The Ugly Duckling has been a childhood favorite, and Jerry Pinkney's spectacular new adaptation brings it triumphantly to new generations of readers. With keen emotion and fresh vision, the acclaimed artist captures the essence of the tale's timeless appeal: The journey of the awkward little bird -- marching bravely through hecklers, hunters, and cruel seasons -- is an unforgettable survival story; this blooming into a graceful swan is a reminder of the patience often necessary to discover true happiness. Splendid watercolors set in the lush countryside bring drama to life.",9780688159320,HarperCollins
https://www.goodreads.com/book/show/122967.The_Ugly_Duckling,The Ugly Duckling,swan,swan,he/him,42720,4.12,1720,Hans Christian Andersen,1843,"November 11, 1843",1840,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381355973i/122967.jpg,"For over one hundred years The Ugly Duckling has been a childhood favorite, and Jerry Pinkney's spectacular new adaptation brings it triumphantly to new generations of readers. With keen emotion and fresh vision, the acclaimed artist captures the essence of the tale's timeless appeal: The journey of the awkward little bird -- marching bravely through hecklers, hunters, and cruel seasons -- is an unforgettable survival story; this blooming into a graceful swan is a reminder of the patience often necessary to discover true happiness. Splendid watercolors set in the lush countryside bring drama to life.",9780688159320,HarperCollins
https://www.goodreads.com/book/show/122967.The_Ugly_Duckling,The Ugly Duckling,turkey,turkey,he/him,42720,4.12,1720,Hans Christian Andersen,1843,"November 11, 1843",1840,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381355973i/122967.jpg,"For over one hundred years The Ugly Duckling has been a childhood favorite, and Jerry Pinkney's spectacular new adaptation brings it triumphantly to new generations of readers. With keen emotion and fresh vision, the acclaimed artist captures the essence of the tale's timeless appeal: The journey of the awkward little bird -- marching bravely through hecklers, hunters, and cruel seasons -- is an unforgettable survival story; this blooming into a graceful swan is a reminder of the patience often necessary to discover true happiness. Splendid watercolors set in the lush countryside bring drama to life.",9780688159320,HarperCollins
https://www.goodreads.com/book/show/122967.The_Ugly_Duckling,The Ugly Duckling,cat,cat,he/him,42720,4.12,1720,Hans Christian Andersen,1843,"November 11, 1843",1840,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381355973i/122967.jpg,"For over one hundred years The Ugly Duckling has been a childhood favorite, and Jerry Pinkney's spectacular new adaptation brings it triumphantly to new generations of readers. With keen emotion and fresh vision, the acclaimed artist captures the essence of the tale's timeless appeal: The journey of the awkward little bird -- marching bravely through hecklers, hunters, and cruel seasons -- is an unforgettable survival story; this blooming into a graceful swan is a reminder of the patience often necessary to discover true happiness. Splendid watercolors set in the lush countryside bring drama to life.",9780688159320,HarperCollins
https://www.goodreads.com/book/show/4881107-rudolph-the-red-nosed-reindeer-a-golden-book-1976,Rudolph the Red-nosed Reindeer (A Golden Book) 1976,reindeer,reindeer,he/him,39929,4.33,145,Barbara Shook Hazen,1939,"February 1, 1939",1930,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467073940i/4881107.jpg,"When the sun starts setting sooner and frost begins to gather on your windows, sit down with a loved one to relive this timeless story of a slightly unusual winter creature with a very special talent.Although the other reindeer may laugh at him because of his bright red nose, Rudolph proves his worth when he is chosen to lead Santa Claus's sleigh on a foggy night.Rudolph first appeared in a 1939 booklet written byRobert L. May, and published byMontgomery Ward,the Chicago, Illinois (USA), department store. In its first year of publication, Montgomery Ward distributed 2.4 million copies of Rudolph's story. The now familiar tale of Rudolph, a young reindeer with a glowing red nose, and how he came to Santa's rescue one foggy Christmas Eve, has become a Christmas classic.Show more",9780307108494,Golden Press
https://www.goodreads.com/book/show/4881107-rudolph-the-red-nosed-reindeer-a-golden-book-1976,Rudolph the Red-nosed Reindeer (A Golden Book) 1976,reindeer,reindeer,he/him,39929,4.33,145,Barbara Shook Hazen,1939,"February 1, 1939",1930,Pre-1950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467073940i/4881107.jpg,"When the sun starts setting sooner and frost begins to gather on your windows, sit down with a loved one to relive this timeless story of a slightly unusual winter creature with a very special talent.Although the other reindeer may laugh at him because of his bright red nose, Rudolph proves his worth when he is chosen to lead Santa Claus's sleigh on a foggy night.Rudolph first appeared in a 1939 booklet written byRobert L. May, and published byMontgomery Ward,the Chicago, Illinois (USA), department store. In its first year of publication, Montgomery Ward distributed 2.4 million copies of Rudolph's story. The now familiar tale of Rudolph, a young reindeer with a glowing red nose, and how he came to Santa's rescue one foggy Christmas Eve, has become a Christmas classic.Show more",9780307108494,Golden Press
